protein_id,matrixdb_ecm,matrisome,species_ncbi,go_terms,keywords,dataset,interaction_count
O54693,True,Secreted Factors|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9BEG5,True,Secreted Factors|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P35621,True,,7955,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P43477,True,,9940,Extracellular space,,Swiss-Prot,0
P31430,True,,10116,Extracellular space,,Swiss-Prot,0
P31429,True,,9986,Extracellular space,,Swiss-Prot,0
P22412,True,,9823,Extracellular space,,Swiss-Prot,0
Q3SZM7,True,,9913,Extracellular space,,Swiss-Prot,0
O18815,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9N198,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q02195,True,,10116,Extracellular region|Extracellular space,,Swiss-Prot,0
O57341,True,,7955,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A2AED3,True,ECM Glycoproteins|Core matrisome,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9Z0L8,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A7YWG4,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q54HL4,True,,44689,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q54LN4,True,,44689,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q07731,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P48540,True,Secreted Factors|Matrisome-associated,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q98TU0,True,,7955,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P55108,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P97737,True,Secreted Factors|Matrisome-associated,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q08DX6,True,Secreted Factors|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q5VTL7,True,ECM Glycoproteins|Core matrisome,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q805B2,True,,7955,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q8K3V5,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q1L867,True,,7955,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q3TR08,True,,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A6QPL2,True,Secreted Factors|Matrisome-associated,9913,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q6MG81,True,,10116,Extracellular region,,Swiss-Prot,0
P36364,True,,10116,Basement membrane|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q95L12,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P54130,True,Secreted Factors|Matrisome-associated,10090,Basement membrane|Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q90722,True,Secreted Factors|Matrisome-associated,9031,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O62682,True,,9615,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q8HZJ6,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q55C09,True,,44689,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q54C16,True,,44689,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9DAL9,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P06214,True,,10116,Extracellular space,,Swiss-Prot,0
Q6R8J2,True,,7955,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P0DOY5,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q6ZWY9,True,,10090,Extracellular space,,Swiss-Prot,0
P08462,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
D3ZKM3,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A0A0B4J1N3,True,,10090,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q6UWK7,True,,9606,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q792G6,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9Z0F1,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
D3Z9M3,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9CYH5,True,,10090,Extracellular matrix|Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q5BIP5,True,,9913,Extracellular matrix|Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q3UHD2,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P01353,True,,9615,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P01352,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9QXQ6,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9TT95,True,,9823,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q810H5,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P12804,True,ECM Glycoproteins|Core matrisome,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q29RY7,True,ECM Glycoproteins|Core matrisome,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q5M8C6,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q3SZZ7,True,ECM Glycoproteins|Core matrisome,9913,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P06328,True,,10090,Extracellular region,,Swiss-Prot,0
P18531,True,,10090,Extracellular region,,Swiss-Prot,0
P24591,True,ECM Glycoproteins|Core matrisome,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q28540,True,,9940,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P43031,True,,9031,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P07994,True,Secreted Factors|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P70628,True,,10116,Extracellular region,Extracellular matrix|Extracellular space/secreted,Swiss-Prot,0
Q62611,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P36925,True,,9940,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P19874,True,,9986,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P26894,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P08317,True,Secreted Factors|Matrisome-associated,9031,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P41324,True,,9615,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P79255,True,Secreted Factors|Matrisome-associated,9913,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P56478,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P00976,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9N2G6,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q5S1V9,True,,9823,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9JI24,True,,10116,Extracellular region|Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9N0W9,True,,9615,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9XSV9,True,Secreted Factors|Matrisome-associated,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P68220,True,,9940,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P0DOX3,True,,9606,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P00975,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q80W15,True,ECM Glycoproteins|Core matrisome,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A5PKD8,True,ECM Glycoproteins|Core matrisome,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
O93526,True,,9031,Extracellular space,,Swiss-Prot,0
B1WBS9,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q9D256,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8CF27,True,,10090,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q6P253,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
A2VE23,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q54KB7,True,,44689,Extracellular matrix,,Swiss-Prot,0
Q4JEI2,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P50715,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P17533,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q3L180,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q5G864,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q5G865,True,,10090,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P82106,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P07467,True,,9986,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q30KT5,True,,9615,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q32P86,True,,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
Q8NG35,True,,9606,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P01038,True,,9031,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P19313,True,,10116,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
Q9QZT0,True,,10116,Extracellular space,,Swiss-Prot,0
P70412,True,,10090,Extracellular space,,Swiss-Prot,0
Q7M3E1,True,,9913,Extracellular space,Extracellular space/secreted,Swiss-Prot,0
P00767,True,,9913,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
P07338,True,,10116,Extracellular region,Extracellular space/secreted,Swiss-Prot,0
